,file,artist,genre,style,Dir,image,artist_name,image_description
17,DATA/Baroque/rembrandt_a-franciscan-friar-1659.jpg,20,135,144,Baroque,rembrandt_a-franciscan-friar-1659.jpg,rembrandt,a franciscan friar 
18,DATA/Baroque/rembrandt_the-blindness-of-tobit-1629.jpg,20,136,144,Baroque,rembrandt_the-blindness-of-tobit-1629.jpg,rembrandt,the blindness of tobit 
19,DATA/Baroque/rembrandt_winter-landscape-1646.jpg,20,133,144,Baroque,rembrandt_winter-landscape-1646.jpg,rembrandt,winter landscape 
20,DATA/Baroque/rembrandt_portrait-of-jacob-trip-1661.jpg,20,135,144,Baroque,rembrandt_portrait-of-jacob-trip-1661.jpg,rembrandt,portrait of jacob trip 
21,DATA/Baroque/rembrandt_a-landscape-of-irregular-form-1652.jpg,20,133,144,Baroque,rembrandt_a-landscape-of-irregular-form-1652.jpg,rembrandt,a landscape of irregular form 
22,DATA/Baroque/rembrandt_rembrandt-s-mother-seated-looking-to-the-right-1631.jpg,20,135,144,Baroque,rembrandt_rembrandt-s-mother-seated-looking-to-the-right-1631.jpg,rembrandt,rembrandt s mother seated looking to the right 
23,DATA/Baroque/rembrandt_shah-jahan-and-dara-shikoh.jpg,20,131,144,Baroque,rembrandt_shah-jahan-and-dara-shikoh.jpg,rembrandt,shah jahan and dara shikoh
24,DATA/Baroque/rembrandt_anna-and-the-blind-tobit.jpg,20,136,144,Baroque,rembrandt_anna-and-the-blind-tobit.jpg,rembrandt,anna and the blind tobit
25,DATA/Baroque/rembrandt_st-francis-beneath-a-tree-praying-1657.jpg,20,136,144,Baroque,rembrandt_st-francis-beneath-a-tree-praying-1657.jpg,rembrandt,st francis beneath a tree praying 
26,DATA/Baroque/rembrandt_sketch-of-a-tree-1638.jpg,20,137,144,Baroque,rembrandt_sketch-of-a-tree-1638.jpg,rembrandt,sketch of a tree 
27,DATA/Baroque/rembrandt_full-length-portrait-of-a-standing-man-1639.jpg,20,135,144,Baroque,rembrandt_full-length-portrait-of-a-standing-man-1639.jpg,rembrandt,full length portrait of a standing man 
28,DATA/Baroque/rembrandt_old-man-with-a-black-hat-and-gorget.jpg,20,135,144,Baroque,rembrandt_old-man-with-a-black-hat-and-gorget.jpg,rembrandt,old man with a black hat and gorget
29,DATA/Baroque/rembrandt_bust-of-a-young-woman-in-a-cap-1632.jpg,20,135,144,Baroque,rembrandt_bust-of-a-young-woman-in-a-cap-1632.jpg,rembrandt,bust of a young woman in a cap 
30,DATA/Baroque/rembrandt_a-bust-of-an-old-man-1633.jpg,20,135,144,Baroque,rembrandt_a-bust-of-an-old-man-1633.jpg,rembrandt,a bust of an old man 
31,DATA/Baroque/rembrandt_christ-resurected-1634.jpg,20,136,144,Baroque,rembrandt_christ-resurected-1634.jpg,rembrandt,christ resurected 
32,DATA/Baroque/rembrandt_jan-cornelis-sylvius-1646.jpg,20,135,144,Baroque,rembrandt_jan-cornelis-sylvius-1646.jpg,rembrandt,jan cornelis sylvius 
33,DATA/Baroque/rembrandt_the-mountebank-1635.jpg,20,131,144,Baroque,rembrandt_the-mountebank-1635.jpg,rembrandt,the mountebank 
34,DATA/Baroque/rembrandt_marten-looten.jpg,20,135,144,Baroque,rembrandt_marten-looten.jpg,rembrandt,marten looten
35,DATA/Baroque/rembrandt_portrait-of-a-man-possibly-the-poet-jan-harmensz-krul-1633.jpg,20,135,144,Baroque,rembrandt_portrait-of-a-man-possibly-the-poet-jan-harmensz-krul-1633.jpg,rembrandt,portrait of a man possibly the poet jan harmensz krul 
36,DATA/Baroque/rembrandt_abraham-entertaining-the-angels-1656.jpg,20,136,144,Baroque,rembrandt_abraham-entertaining-the-angels-1656.jpg,rembrandt,abraham entertaining the angels 
37,DATA/Baroque/rembrandt_sheet-of-sketches-with-a-portrait-of-saskia.jpg,20,137,144,Baroque,rembrandt_sheet-of-sketches-with-a-portrait-of-saskia.jpg,rembrandt,sheet of sketches with a portrait of saskia
38,DATA/Baroque/rembrandt_haman-begging-esther-for-mercy.jpg,20,136,144,Baroque,rembrandt_haman-begging-esther-for-mercy.jpg,rembrandt,haman begging esther for mercy
39,DATA/Baroque/rembrandt_jacob-caressing-benjamin-1637.jpg,20,136,144,Baroque,rembrandt_jacob-caressing-benjamin-1637.jpg,rembrandt,jacob caressing benjamin 
40,DATA/Baroque/rembrandt_the-denial-of-peter-1660.jpg,20,136,144,Baroque,rembrandt_the-denial-of-peter-1660.jpg,rembrandt,the denial of peter 
41,DATA/Baroque/rembrandt_the-holy-family-with-a-cat-1654.jpg,20,136,144,Baroque,rembrandt_the-holy-family-with-a-cat-1654.jpg,rembrandt,the holy family with a cat 
42,DATA/Baroque/rembrandt_beggar-woman-leaning-on-a-stick-1646.jpg,20,131,144,Baroque,rembrandt_beggar-woman-leaning-on-a-stick-1646.jpg,rembrandt,beggar woman leaning on a stick 
43,DATA/Baroque/rembrandt_christ-crucified-between-the-two-thieves-an-oval-plate-1641.jpg,20,137,144,Baroque,rembrandt_christ-crucified-between-the-two-thieves-an-oval-plate-1641.jpg,rembrandt,christ crucified between the two thieves an oval plate 
44,DATA/Baroque/rembrandt_the-schoolmaster-1641.jpg,20,131,144,Baroque,rembrandt_the-schoolmaster-1641.jpg,rembrandt,the schoolmaster 
45,DATA/Baroque/rembrandt_adoration-of-the-shepherds-1646.jpg,20,136,144,Baroque,rembrandt_adoration-of-the-shepherds-1646.jpg,rembrandt,adoration of the shepherds 
46,DATA/Baroque/rembrandt_an-old-man-seen-from-behind-1631.jpg,20,135,144,Baroque,rembrandt_an-old-man-seen-from-behind-1631.jpg,rembrandt,an old man seen from behind 
47,DATA/Baroque/rembrandt_bust-of-a-young-woman-1632.jpg,20,135,144,Baroque,rembrandt_bust-of-a-young-woman-1632.jpg,rembrandt,bust of a young woman 
48,DATA/Baroque/rembrandt_adoration-of-the-magi-1632.jpg,20,136,144,Baroque,rembrandt_adoration-of-the-magi-1632.jpg,rembrandt,adoration of the magi 
49,DATA/Baroque/rembrandt_portrait-of-maertgen-van-bilderbeecq-1633.jpg,20,135,144,Baroque,rembrandt_portrait-of-maertgen-van-bilderbeecq-1633.jpg,rembrandt,portrait of maertgen van bilderbeecq 
50,DATA/Baroque/rembrandt_the-man-of-gibeah-1646.jpg,20,137,144,Baroque,rembrandt_the-man-of-gibeah-1646.jpg,rembrandt,the man of gibeah 
51,DATA/Baroque/rembrandt_view-of-amsterdam-1640.jpg,20,130,144,Baroque,rembrandt_view-of-amsterdam-1640.jpg,rembrandt,view of amsterdam 
52,DATA/Baroque/rembrandt_the-toilet-of-bathsheba-1643.jpg,20,136,144,Baroque,rembrandt_the-toilet-of-bathsheba-1643.jpg,rembrandt,the toilet of bathsheba 
53,DATA/Baroque/rembrandt_the-descent-from-the-cross-by-torchlight-1654.jpg,20,136,144,Baroque,rembrandt_the-descent-from-the-cross-by-torchlight-1654.jpg,rembrandt,the descent from the cross by torchlight 
54,DATA/Baroque/rembrandt_self-portrait-as-the-apostle-paul-1661.jpg,20,139,144,Baroque,rembrandt_self-portrait-as-the-apostle-paul-1661.jpg,rembrandt,self portrait as the apostle paul 
55,DATA/Baroque/rembrandt_lion-resting-1652-1.jpg,20,139,144,Baroque,rembrandt_lion-resting-1652-1.jpg,rembrandt,lion resting 1652 
56,DATA/Baroque/rembrandt_self-portrait-8.jpg,20,139,144,Baroque,rembrandt_self-portrait-8.jpg,rembrandt,self portrait 
57,DATA/Baroque/rembrandt_the-pancake-woman-1635.jpg,20,131,144,Baroque,rembrandt_the-pancake-woman-1635.jpg,rembrandt,the pancake woman 
58,DATA/Baroque/rembrandt_beggar-woman-leaning-on-a-stick-1630.jpg,20,131,144,Baroque,rembrandt_beggar-woman-leaning-on-a-stick-1630.jpg,rembrandt,beggar woman leaning on a stick 
59,DATA/Baroque/rembrandt_two-studies-of-the-head-of-an-old-man.jpg,20,137,144,Baroque,rembrandt_two-studies-of-the-head-of-an-old-man.jpg,rembrandt,two studies of the head of an old man
60,DATA/Baroque/rembrandt_portrait-of-an-old-man-1665.jpg,20,135,144,Baroque,rembrandt_portrait-of-an-old-man-1665.jpg,rembrandt,portrait of an old man 
61,DATA/Baroque/rembrandt_woman-suckling-a-child.jpg,20,137,144,Baroque,rembrandt_woman-suckling-a-child.jpg,rembrandt,woman suckling a child
62,DATA/Baroque/rembrandt_diana-at-the-bath-1631-1.jpg,20,137,144,Baroque,rembrandt_diana-at-the-bath-1631-1.jpg,rembrandt,diana at the bath 1631 
63,DATA/Baroque/rembrandt_deposition-from-the-cross-1634.jpg,20,136,144,Baroque,rembrandt_deposition-from-the-cross-1634.jpg,rembrandt,deposition from the cross 
64,DATA/Baroque/rembrandt_bellona-1633.jpg,20,139,144,Baroque,rembrandt_bellona-1633.jpg,rembrandt,bellona 
65,DATA/Baroque/rembrandt_lighting-study-of-an-elderly-woman-in-a-white-cap.jpg,20,135,144,Baroque,rembrandt_lighting-study-of-an-elderly-woman-in-a-white-cap.jpg,rembrandt,lighting study of an elderly woman in a white cap
66,DATA/Baroque/rembrandt_old-man-1.jpg,20,135,144,Baroque,rembrandt_old-man-1.jpg,rembrandt,old man 
67,DATA/Baroque/rembrandt_self-portrait-open-mouthed.jpg,20,137,144,Baroque,rembrandt_self-portrait-open-mouthed.jpg,rembrandt,self portrait open mouthed
68,DATA/Baroque/rembrandt_portrait-of-hendrickje-stoffels-1659.jpg,20,135,144,Baroque,rembrandt_portrait-of-hendrickje-stoffels-1659.jpg,rembrandt,portrait of hendrickje stoffels 
69,DATA/Baroque/rembrandt_satan-tempting-christ-to-change-stones-into-bread-1640.jpg,20,137,144,Baroque,rembrandt_satan-tempting-christ-to-change-stones-into-bread-1640.jpg,rembrandt,satan tempting christ to change stones into bread 
70,DATA/Baroque/rembrandt_the-circumcision-in-the-stable-1654.jpg,20,137,144,Baroque,rembrandt_the-circumcision-in-the-stable-1654.jpg,rembrandt,the circumcision in the stable 
71,DATA/Baroque/rembrandt_the-molentje.jpg,20,133,144,Baroque,rembrandt_the-molentje.jpg,rembrandt,the molentje
72,DATA/Baroque/rembrandt_rest-on-the-flight-to-egypt-1647.jpg,20,136,144,Baroque,rembrandt_rest-on-the-flight-to-egypt-1647.jpg,rembrandt,rest on the flight to egypt 
73,DATA/Baroque/rembrandt_the-persian-1632.jpg,20,135,144,Baroque,rembrandt_the-persian-1632.jpg,rembrandt,the persian 
74,DATA/Baroque/rembrandt_portrait-of-cornelis-claesz-1640.jpg,20,135,144,Baroque,rembrandt_portrait-of-cornelis-claesz-1640.jpg,rembrandt,portrait of cornelis claesz 
75,DATA/Baroque/rembrandt_bust-of-an-old-woman-rembrandt-s-mother-1628.jpg,20,135,144,Baroque,rembrandt_bust-of-an-old-woman-rembrandt-s-mother-1628.jpg,rembrandt,bust of an old woman rembrandt s mother 
76,DATA/Baroque/rembrandt_the-conspiration-of-the-bataves-1662.jpg,20,136,144,Baroque,rembrandt_the-conspiration-of-the-bataves-1662.jpg,rembrandt,the conspiration of the bataves 
77,DATA/Baroque/rembrandt_seated-female-nude.jpg,20,134,144,Baroque,rembrandt_seated-female-nude.jpg,rembrandt,seated female nude
78,DATA/Baroque/rembrandt_mater-dolorosa-1660.jpg,20,135,144,Baroque,rembrandt_mater-dolorosa-1660.jpg,rembrandt,mater dolorosa 
79,DATA/Baroque/rembrandt_the-anatomy-lesson-of-dr-nicolaes-tulp-fragment-1632.jpg,20,131,144,Baroque,rembrandt_the-anatomy-lesson-of-dr-nicolaes-tulp-fragment-1632.jpg,rembrandt,the anatomy lesson of dr nicolaes tulp fragment 
80,DATA/Baroque/rembrandt_christ-disputing-with-the-doctors-1652.jpg,20,137,144,Baroque,rembrandt_christ-disputing-with-the-doctors-1652.jpg,rembrandt,christ disputing with the doctors 
81,DATA/Baroque/rembrandt_belshazzar-s-feast-1635.jpg,20,136,144,Baroque,rembrandt_belshazzar-s-feast-1635.jpg,rembrandt,belshazzar s feast 
82,DATA/Baroque/rembrandt_beggar-leaning-on-a-stick-facing-left-1630.jpg,20,131,144,Baroque,rembrandt_beggar-leaning-on-a-stick-facing-left-1630.jpg,rembrandt,beggar leaning on a stick facing left 
83,DATA/Baroque/rembrandt_an-elephant-1637.jpg,20,139,144,Baroque,rembrandt_an-elephant-1637.jpg,rembrandt,an elephant 
84,DATA/Baroque/rembrandt_schellingwou-seen-from-the-diemerdijk.jpg,20,133,144,Baroque,rembrandt_schellingwou-seen-from-the-diemerdijk.jpg,rembrandt,schellingwou seen from the diemerdijk
85,DATA/Baroque/rembrandt_flora.jpg,20,135,144,Baroque,rembrandt_flora.jpg,rembrandt,flora
86,DATA/Baroque/rembrandt_artist-in-his-studio-1633.jpg,20,137,144,Baroque,rembrandt_artist-in-his-studio-1633.jpg,rembrandt,artist in his studio 
87,DATA/Baroque/rembrandt_the-lamentation-over-the-dead-christ.jpg,20,136,144,Baroque,rembrandt_the-lamentation-over-the-dead-christ.jpg,rembrandt,the lamentation over the dead christ
88,DATA/Baroque/rembrandt_hansken-1637.jpg,20,139,144,Baroque,rembrandt_hansken-1637.jpg,rembrandt,hansken 
89,DATA/Baroque/rembrandt_abraham-receives-the-three-angels-1646.jpg,20,136,144,Baroque,rembrandt_abraham-receives-the-three-angels-1646.jpg,rembrandt,abraham receives the three angels 
90,DATA/Baroque/rembrandt_the-omval-1645.jpg,20,133,144,Baroque,rembrandt_the-omval-1645.jpg,rembrandt,the omval 
91,DATA/Baroque/rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,20,135,144,Baroque,rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,rembrandt,portrait of nicolas van bambeeck 
92,DATA/Baroque/rembrandt_boazcast.jpg,20,137,144,Baroque,rembrandt_boazcast.jpg,rembrandt,boazcast
93,DATA/Baroque/rembrandt_christ-on-the-cross-1631.jpg,20,136,144,Baroque,rembrandt_christ-on-the-cross-1631.jpg,rembrandt,christ on the cross 
94,DATA/Baroque/rembrandt_woman-sitting-half-dressed-beside-a-stove-1658.jpg,20,134,144,Baroque,rembrandt_woman-sitting-half-dressed-beside-a-stove-1658.jpg,rembrandt,woman sitting half dressed beside a stove 
95,DATA/Baroque/rembrandt_the-flight-into-egypt-a-night-piece-1651.jpg,20,136,144,Baroque,rembrandt_the-flight-into-egypt-a-night-piece-1651.jpg,rembrandt,the flight into egypt a night piece 
96,DATA/Baroque/rembrandt_self-portrait-1665.jpg,20,139,144,Baroque,rembrandt_self-portrait-1665.jpg,rembrandt,self portrait 
97,DATA/Baroque/rembrandt_self-portrait-1630.jpg,20,139,144,Baroque,rembrandt_self-portrait-1630.jpg,rembrandt,self portrait 
98,DATA/Baroque/rembrandt_repentant-judas-returning-the-pieces-of-silver-1629.jpg,20,136,144,Baroque,rembrandt_repentant-judas-returning-the-pieces-of-silver-1629.jpg,rembrandt,repentant judas returning the pieces of silver 
99,DATA/Baroque/rembrandt_two-studies-of-a-bird-of-paradise-1630.jpg,20,137,144,Baroque,rembrandt_two-studies-of-a-bird-of-paradise-1630.jpg,rembrandt,two studies of a bird of paradise 
100,DATA/Baroque/rembrandt_the-boathouse-called-a-grotto-with-a-brook-1645.jpg,20,133,144,Baroque,rembrandt_the-boathouse-called-a-grotto-with-a-brook-1645.jpg,rembrandt,the boathouse called a grotto with a brook 
101,DATA/Baroque/rembrandt_an-arched-landscape-with-a-flock-of-sheep-1650.jpg,20,133,144,Baroque,rembrandt_an-arched-landscape-with-a-flock-of-sheep-1650.jpg,rembrandt,an arched landscape with a flock of sheep 
102,DATA/Baroque/rembrandt_bust-of-an-old-man-with-a-flowing-beard-the-head-bowed-forward-the-left-shoulder-unshaded-1630.jpg,20,135,144,Baroque,rembrandt_bust-of-an-old-man-with-a-flowing-beard-the-head-bowed-forward-the-left-shoulder-unshaded-1630.jpg,rembrandt,bust of an old man with a flowing beard the head bowed forward the left shoulder unshaded 
103,DATA/Baroque/rembrandt_christ-disputing-with-the-doctors-1630.jpg,20,137,144,Baroque,rembrandt_christ-disputing-with-the-doctors-1630.jpg,rembrandt,christ disputing with the doctors 
104,DATA/Baroque/rembrandt_the-mill.jpg,20,133,144,Baroque,rembrandt_the-mill.jpg,rembrandt,the mill
105,DATA/Baroque/rembrandt_portrait-of-a-man-with-a-golden-helmet-1648.jpg,20,135,144,Baroque,rembrandt_portrait-of-a-man-with-a-golden-helmet-1648.jpg,rembrandt,portrait of a man with a golden helmet 
106,DATA/Baroque/rembrandt_three-women-and-a-child-at-the-door.jpg,20,137,144,Baroque,rembrandt_three-women-and-a-child-at-the-door.jpg,rembrandt,three women and a child at the door
107,DATA/Baroque/rembrandt_self-portrait-in-a-flat-cap-and-embroidered-dress-1642.jpg,20,139,144,Baroque,rembrandt_self-portrait-in-a-flat-cap-and-embroidered-dress-1642.jpg,rembrandt,self portrait in a flat cap and embroidered dress 
108,DATA/Baroque/rembrandt_christ-and-the-woman-of-samaria-an-arched-print-1658.jpg,20,136,144,Baroque,rembrandt_christ-and-the-woman-of-samaria-an-arched-print-1658.jpg,rembrandt,christ and the woman of samaria an arched print 
109,DATA/Baroque/rembrandt_the-barrel-organ-player-polander-standing-with-arms-folded-1631.jpg,20,131,144,Baroque,rembrandt_the-barrel-organ-player-polander-standing-with-arms-folded-1631.jpg,rembrandt,the barrel organ player polander standing with arms folded 
110,DATA/Baroque/rembrandt_old-man.jpg,20,137,144,Baroque,rembrandt_old-man.jpg,rembrandt,old man
111,DATA/Baroque/rembrandt_the-stoning-of-st-stephen-1625.jpg,20,136,144,Baroque,rembrandt_the-stoning-of-st-stephen-1625.jpg,rembrandt,the stoning of st stephen 
112,DATA/Baroque/rembrandt_rembrandt-as-shepherd-1636.jpg,20,139,144,Baroque,rembrandt_rembrandt-as-shepherd-1636.jpg,rembrandt,rembrandt as shepherd 
113,DATA/Baroque/rembrandt_child-in-a-tantrum.jpg,20,137,144,Baroque,rembrandt_child-in-a-tantrum.jpg,rembrandt,child in a tantrum
114,DATA/Baroque/rembrandt_the-ship-of-fortune-1633.jpg,20,139,144,Baroque,rembrandt_the-ship-of-fortune-1633.jpg,rembrandt,the ship of fortune 
115,DATA/Baroque/rembrandt_the-mill-on-the-het-blauwhoofd.jpg,20,133,144,Baroque,rembrandt_the-mill-on-the-het-blauwhoofd.jpg,rembrandt,the mill on the het blauwhoofd
116,DATA/Baroque/rembrandt_the-artist-in-his-studio.jpg,20,131,144,Baroque,rembrandt_the-artist-in-his-studio.jpg,rembrandt,the artist in his studio
117,DATA/Baroque/rembrandt_lady-with-a-lap-dog.jpg,20,135,144,Baroque,rembrandt_lady-with-a-lap-dog.jpg,rembrandt,lady with a lap dog
118,DATA/Baroque/rembrandt_view-of-houtewael-near-the-sint-anthoniespoort-1650.jpg,20,137,144,Baroque,rembrandt_view-of-houtewael-near-the-sint-anthoniespoort-1650.jpg,rembrandt,view of houtewael near the sint anthoniespoort 
119,DATA/Baroque/rembrandt_portrait-of-jan-asselyn-1647.jpg,20,135,144,Baroque,rembrandt_portrait-of-jan-asselyn-1647.jpg,rembrandt,portrait of jan asselyn 
120,DATA/Baroque/rembrandt_baerte-martens-wife-of-herman-doomer.jpg,20,135,144,Baroque,rembrandt_baerte-martens-wife-of-herman-doomer.jpg,rembrandt,baerte martens wife of herman doomer
121,DATA/Baroque/rembrandt_a-cavalry-fight-1632.jpg,20,137,144,Baroque,rembrandt_a-cavalry-fight-1632.jpg,rembrandt,a cavalry fight 
122,DATA/Baroque/rembrandt_the-hog-1643.jpg,20,139,144,Baroque,rembrandt_the-hog-1643.jpg,rembrandt,the hog 
123,DATA/Baroque/rembrandt_portrait-of-nicolas-bruyningh.jpg,20,135,144,Baroque,rembrandt_portrait-of-nicolas-bruyningh.jpg,rembrandt,portrait of nicolas bruyningh
124,DATA/Baroque/rembrandt_self-portrait-1633.jpg,20,139,144,Baroque,rembrandt_self-portrait-1633.jpg,rembrandt,self portrait 
125,DATA/Baroque/rembrandt_five-studies-of-saskia-and-one-of-an-older-woman.jpg,20,137,144,Baroque,rembrandt_five-studies-of-saskia-and-one-of-an-older-woman.jpg,rembrandt,five studies of saskia and one of an older woman
126,DATA/Baroque/rembrandt_abraham-caressing-isaac-1636.jpg,20,136,144,Baroque,rembrandt_abraham-caressing-isaac-1636.jpg,rembrandt,abraham caressing isaac 
127,DATA/Baroque/rembrandt_christ-raises-jairus.jpg,20,136,144,Baroque,rembrandt_christ-raises-jairus.jpg,rembrandt,christ raises jairus
128,DATA/Baroque/rembrandt_portrait-of-coppenol-1658.jpg,20,135,144,Baroque,rembrandt_portrait-of-coppenol-1658.jpg,rembrandt,portrait of coppenol 
129,DATA/Baroque/rembrandt_bathing-river.jpg,20,131,144,Baroque,rembrandt_bathing-river.jpg,rembrandt,bathing river
130,DATA/Baroque/rembrandt_peasant-family-on-the-tramp-1652.jpg,20,131,144,Baroque,rembrandt_peasant-family-on-the-tramp-1652.jpg,rembrandt,peasant family on the tramp 
131,DATA/Baroque/rembrandt_study-of-jewish-bride.jpg,20,135,144,Baroque,rembrandt_study-of-jewish-bride.jpg,rembrandt,study of jewish bride
132,DATA/Baroque/rembrandt_jan-cornelisz-sylvius-the-preacher-1645.jpg,20,137,144,Baroque,rembrandt_jan-cornelisz-sylvius-the-preacher-1645.jpg,rembrandt,jan cornelisz sylvius the preacher 
133,DATA/Baroque/rembrandt_rembrandt-s-mother-in-a-black-dress-as-small-upright-print-1631.jpg,20,135,144,Baroque,rembrandt_rembrandt-s-mother-in-a-black-dress-as-small-upright-print-1631.jpg,rembrandt,rembrandt s mother in a black dress as small upright print 
134,DATA/Baroque/rembrandt_the-raising-of-lazarus-1630.jpg,20,136,144,Baroque,rembrandt_the-raising-of-lazarus-1630.jpg,rembrandt,the raising of lazarus 
135,DATA/Baroque/rembrandt_the-apostle-simon-1661.jpg,20,136,144,Baroque,rembrandt_the-apostle-simon-1661.jpg,rembrandt,the apostle simon 
136,DATA/Baroque/rembrandt_self-portrait-drawing-at-a-window-1648.jpg,20,139,144,Baroque,rembrandt_self-portrait-drawing-at-a-window-1648.jpg,rembrandt,self portrait drawing at a window 
137,DATA/Baroque/rembrandt_self-portrait-frowning-1630.jpg,20,139,144,Baroque,rembrandt_self-portrait-frowning-1630.jpg,rembrandt,self portrait frowning 
138,DATA/Baroque/rembrandt_maria-bockennolle-wife-of-johannes-elison-1634.jpg,20,135,144,Baroque,rembrandt_maria-bockennolle-wife-of-johannes-elison-1634.jpg,rembrandt,maria bockennolle wife of johannes elison 
139,DATA/Baroque/rembrandt_portrait-of-a-man-1632.jpg,20,135,144,Baroque,rembrandt_portrait-of-a-man-1632.jpg,rembrandt,portrait of a man 
140,DATA/Baroque/rembrandt_portrait-of-a-man-in-oriental-garment-1635.jpg,20,135,144,Baroque,rembrandt_portrait-of-a-man-in-oriental-garment-1635.jpg,rembrandt,portrait of a man in oriental garment 
141,DATA/Baroque/rembrandt_self-portrait-4.jpg,20,139,144,Baroque,rembrandt_self-portrait-4.jpg,rembrandt,self portrait 
142,DATA/Baroque/rembrandt_the-star-of-the-kings-1651.jpg,20,131,144,Baroque,rembrandt_the-star-of-the-kings-1651.jpg,rembrandt,the star of the kings 
143,DATA/Baroque/rembrandt_portrait-of-a-lady-with-an-ostrich-feather-fan.jpg,20,135,144,Baroque,rembrandt_portrait-of-a-lady-with-an-ostrich-feather-fan.jpg,rembrandt,portrait of a lady with an ostrich feather fan
144,DATA/Baroque/rembrandt_portrait-of-a-young-girl.jpg,20,135,144,Baroque,rembrandt_portrait-of-a-young-girl.jpg,rembrandt,portrait of a young girl
145,DATA/Baroque/rembrandt_a-portrait-of-a-man-with-a-broad-brimmed-hat-and-a-ruff-1638.jpg,20,135,144,Baroque,rembrandt_a-portrait-of-a-man-with-a-broad-brimmed-hat-and-a-ruff-1638.jpg,rembrandt,a portrait of a man with a broad brimmed hat and a ruff 
146,DATA/Baroque/rembrandt_sleeping-puppy-1640.jpg,20,139,144,Baroque,rembrandt_sleeping-puppy-1640.jpg,rembrandt,sleeping puppy 
147,DATA/Baroque/rembrandt_the-descent-from-the-cross-1634.jpg,20,137,144,Baroque,rembrandt_the-descent-from-the-cross-1634.jpg,rembrandt,the descent from the cross 
148,DATA/Baroque/rembrandt_saskia-van-uylenburgh-in-arcadian-costume-1635.jpg,20,135,144,Baroque,rembrandt_saskia-van-uylenburgh-in-arcadian-costume-1635.jpg,rembrandt,saskia van uylenburgh in arcadian costume 
